"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1796543981771497621","Fri May 31 14:07:18 +0000 2024","13","Gusto mo yern. 2 in 1 yan. Hyundai plus uniqlo","1796543981771497621","","","in","Flower Road","0","0","4","https://x.com/bangsieness/status/1796543981771497621","3981631033","bangsieness"
"1796913027062939875","Sat Jun 01 14:33:45 +0000 2024","9","Hyundai MASS MARKET Ev coming in 2025","1796913027062939875","","","in","New Delhi, India","0","1","0","https://x.com/ev_gyan/status/1796913027062939875","1424586426587385859","ev_gyan"
"1795441000275751113","Tue May 28 13:04:26 +0000 2024","39","#ForzaHorizon5 Hyundai N Vision 74 (p1) #VirtualPhotography #ForzaShare #ThePhotoMode #GhostArts #VPRT https://t.co/Kas8AOzKkK","1795441000275751113","https://pbs.twimg.com/media/GOqvxvhXYAAElN-.jpg","","in","Москва, Россия","0","2","5","https://x.com/_xKarakurTx_/status/1795441000275751113","781405333285638144","_xKarakurTx_"
"1795457955699032414","Tue May 28 14:11:49 +0000 2024","4","Hyundai","1795457955699032414","","","in","United States","0","2","0","https://x.com/MMelinda777/status/1795457955699032414","3436859014","MMelinda777"
"1794065830524908004","Fri May 24 18:00:00 +0000 2024","1","Putus Sekolah Hingga Jadi Kurir Beras Akhirnya Sukses Jadi Pemilik Raksasa Otomotif Hyundai https://t.co/thZJS0OLXc","1794065830524908004","","","in","iNews Tower","0","0","1","https://x.com/officialinews_/status/1794065830524908004","132078023","officialinews_"
"1796092448797819088","Thu May 30 08:13:04 +0000 2024","3","IKN Akan Punya Taksi Terbang dari Hyundai! ~N #IKN #TaksiTerbang #Hyundai https://t.co/lhAGtEarPb","1796092448797819088","https://pbs.twimg.com/media/GO0AfCYbsAAybzG.jpg","","in","Jakarta","0","0","1","https://x.com/kompascom/status/1796092448797819088","23343960","kompascom"
"1796324449131839942","Fri May 31 06:54:37 +0000 2024","379","@tilehopper Opini lu jelek terlepa dari spo dimasukin le bds apa engga tapi kalo emang teralifiasi sama israel apa salahnya boycott kalo lu jadiin fokus utama hyundai sama hp mah gamasuk karena ga semua orang bisa beli barang itu tapi kalo spo rata semua orang pake anjir","1796435093118140647","","tilehopper","in","","4","8","11","https://x.com/_r__e__m__/status/1796435093118140647","1785984546586218496","_r__e__m__"
"1795408062267973914","Wed May 29 00:04:52 +0000 2024","3","@kura2giok @innovacommunity @ardibhironx Hyundai = Bimantara = Elantra kan ya?","1795607204395143458","","kura2giok","in","JKT - BDG","0","2","0","https://x.com/santoberuang/status/1795607204395143458","97144042","santoberuang"
"1796656734125146206","Fri May 31 21:35:22 +0000 2024","5","CLASSIFICADOS ACL TWO 🇸🇦 Al-Taawoun 🇯🇵 Sanfrecce Hiroshima 🇰🇷 Jeonbuk Hyundai 🇶🇦 Al-Wakrah 🇮🇷 Sepahan** 🇦🇪 Al-Wahda** 🇨🇳 Zhejiang 🇹🇭 Bangkok United ou Port*** 🇦🇺 Sydney FC 🇺🇿 Nasaf 🇲🇾 Selangor 🇮🇶 Vencedor da Copa do Iraque 🇹🇯 Istiklol e Ravshan Kulob* 🇮🇳 Mohun Bagan e East https://t.co/fbTcrvMPeV","1796656743163765171","https://pbs.twimg.com/media/GO7-U54XoAAA47A.jpg","JInsiderBR","in","","0","0","0","https://x.com/JInsiderBR/status/1796656743163765171","1722090219531280384","JInsiderBR"
"1797052102214398394","Sat Jun 01 23:54:37 +0000 2024","3","@innovacommunity hyundai h1 bikin konten di yutub tema2 campervan..efek covid..keliling2 tuh.. pernah gw colek eh kecolek dia hehehe gegara ya itu poinnya..pake kasur dll..","1797054175706267854","","innovacommunity","in","","0","2","0","https://x.com/razkairawan/status/1797054175706267854","1635747500081680385","razkairawan"
"1795408062267973914","Tue May 28 12:38:06 +0000 2024","144","Ralat.. KIA bukan Hyundai .. ","1795434372105203847","","innovacommunity","in","Jakarta Capital Region, Indone","3","9","11","https://x.com/innovacommunity/status/1795434372105203847","1466179188096913412","innovacommunity"
"1794365948386058417","Sat May 25 13:52:34 +0000 2024","1","Penjualan Mobil Listrik Anjlok Hyundai Blak-blakan Ungkap PenyebabnyaÂ https://t.co/KI35xTtCZU","1794365948386058417","","","in","Jakarta","0","1","0","https://x.com/okezonenews/status/1794365948386058417","47274731","okezonenews"
"1796437268540108831","Fri May 31 07:03:15 +0000 2024","0","Hyundai Ioniq 5 Kena Recall di Indonesia Kia EV6 Bernasib Sama? https://t.co/X37Hc4PLqG","1796437268540108831","","","in","Jakarta","0","0","0","https://x.com/okezonenews/status/1796437268540108831","47274731","okezonenews"
"1796110919442797002","Thu May 30 10:32:16 +0000 2024","2","@_saginii @alexmwanzo Porsche 992 GT3 Touring Toyota GR Yaris / Corolla Toyota Land cruiser LC300 GR Sport Range Rover SVA Dynamic Lamborghini Aventador SV Lamborghini Urus S Ferrari 488 Pista Spider Mercedes Benz S65 AMG Audi R8 V10 Performance Hyundai iONIQ 5 N","1796127482636112007","","_saginii","in","Nairobi, Kenya","0","0","0","https://x.com/qsc_ke/status/1796127482636112007","4526711956","qsc_ke"
"1794967325684412575","Mon May 27 08:20:43 +0000 2024","3","@innovacommunity hyundai pun meradang soal aturan mobil listrik disini https://t.co/5cKjJUp3Ne","1795007210088546654","","innovacommunity","in","","1","2","0","https://x.com/agisubagio/status/1795007210088546654","3235224685","agisubagio"
"1793794015105782171","Thu May 23 23:59:54 +0000 2024","0","Tes Hyundai Stargazer X: Menang di Nyaman dan Canggih! https://t.co/2yFueN6GqA","1793794015105782171","","","in","ÜT: -6.311655,106.753334","0","0","0","https://x.com/detikoto/status/1793794015105782171","80543284","detikoto"
"1796072867710239116","Thu May 30 10:00:10 +0000 2024","5","@TodosElectricos Hyundai Kona 2027","1796119402380759240","","TodosElectricos","in","All opinions, my own or stolen","0","0","0","https://x.com/AlvSauras/status/1796119402380759240","2188153115","AlvSauras"
"1796106050656981023","Thu May 30 09:07:07 +0000 2024","93","OC 01. Genesis G80 SPORT (HYUNDAI) https://t.co/BEpAsaC9kz","1796106050656981023","https://pbs.twimg.com/media/GO0M7ipbIAARm57.jpg","","in","","0","1","10","https://x.com/JD_InwoeJD/status/1796106050656981023","1770052849852153856","JD_InwoeJD"
"1793968995294658595","Fri May 24 11:35:13 +0000 2024","0","Hyundai Umumkan Bocoran Harga Kona Electric Rakitan Lokal https://t.co/Fayoa6YcrK","1793968995294658595","","","in","ÜT: -6.311655,106.753334","0","0","0","https://x.com/detikoto/status/1793968995294658595","80543284","detikoto"
"1794268452414439738","Sat May 25 07:25:09 +0000 2024","0","Kalau Hyundai Ioniq 5 Pakai Baterai Lokal Harga Bakal Turun? https://t.co/ibP4Q6UpGI","1794268452414439738","","","in","ÜT: -6.311655,106.753334","0","0","0","https://x.com/detikoto/status/1794268452414439738","80543284","detikoto"
"1793994462093603172","Fri May 24 13:16:25 +0000 2024","0","Hyundai Palisade XRT Diperkenalkan di Indonesia Simak Bedanya https://t.co/Sk7fCeclv3","1793994462093603172","","","in","ÜT: -6.311655,106.753334","0","0","0","https://x.com/detikoto/status/1793994462093603172","80543284","detikoto"
"1793903398703772043","Fri May 24 07:14:34 +0000 2024","0","Hyundai Umumkan Harga 2 Mobil Baru Hari Ini: Palisade XRT dan Kona Electric https://t.co/Yld6pLtgDZ","1793903398703772043","","","in","ÜT: -6.311655,106.753334","0","0","0","https://x.com/detikoto/status/1793903398703772043","80543284","detikoto"
"1796744344101343625","Sat Jun 01 03:23:28 +0000 2024","2","Hyundai kasturi hilaaaaang harum","1796744344101343625","","","in","Bringin Rendang","0","0","1","https://x.com/AshraffMokhtar/status/1796744344101343625","758107993","AshraffMokhtar"
"1794175772430844015","Sat May 25 01:16:52 +0000 2024","0","Hyundai 'Curhat' Biang Kerok Turunnya Penjualan Mobil Listrik di Indonesia https://t.co/7Q0wKMsFVe","1794175772430844015","","","in","ÜT: -6.311655,106.753334","0","0","0","https://x.com/detikoto/status/1794175772430844015","80543284","detikoto"
"1794240773741052340","Sat May 25 05:35:10 +0000 2024","1","Hyundai All New Kona EV Segera Meluncur Lebih Murah dari Ioniq 5 https://t.co/qM3WzLWrdA","1794240773741052340","","","in","Jakarta Pusat, DKI Jakarta","0","0","0","https://x.com/SINDOnews/status/1794240773741052340","231355136","SINDOnews"
"1796679830928548276","Sat Jun 01 04:13:34 +0000 2024","2","@innovacommunity Hyundai lg ","1796756954498646468","","innovacommunity","in","","0","0","0","https://x.com/robotbera/status/1796756954498646468","2981345454","robotbera"
"1795000277063594310","Mon May 27 07:53:10 +0000 2024","2","Hyundai Bakal Uji Coba Taksi Terbang IKN di Samarinda Juli 2024 https://t.co/1XCcagqZu0 #Bisnis","1795000277063594310","","","in","Jakarta","0","0","0","https://x.com/liputan6dotcom/status/1795000277063594310","47596019","liputan6dotcom"
"1796909273802564059","Sat Jun 01 15:54:06 +0000 2024","3","@SoloMenfess Pulang mampir Dealer Hyundai beli ioniq 5 buat dibawa pulang gabisa ta?","1796933248746246242","","SoloMenfess","in","Wakandagiri","0","0","0","https://x.com/_Suryono_/status/1796933248746246242","1418284855","_Suryono_"
